ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_Plan,Contact
6932811,Sharp Mesa Vista Hospital,7850 Vista Hill Avenue,San Diego,92123-2717,CA,Sharp HealthCare,Non- Profit ,2022,Combination of zip codes and places,N/A,"91910, 92105,91911,92107,91913,92108, 91915, 92109,91941,92110,91942,  92111,91950,92113,91977,92114, 92020,92115,92021, 92117,92024, 92122,92026, 92123,92037, 92124, 92040, 92126,92064,92127,92065,92128, 92071,92129,92101,92130, 92102, 92131,92103,92139,92104, 92154.","Chula Vista,City Heights,Ocean Beach,Chula Vista - Eastlake,Mission Valley, Pacific Beach, La Mesa, Old Town,Linda Vista, National City,Southeast San Diego, Spring Valley,  Encanto,El Cajon,College Area, Clairemont Mesa,Encinitas,University City, Escondido,Serra Mesa, La Jolla, Tierrasanta, Lakeside, Mira Mesa, Poway,Rancho Bernardo, Ramona, Carmel Mountain Ranch, Santee, Rancho Pe̱asquitos,Downtown San Diego, Carmel Valley, East San Diego, Scripps Ranch,Hillcrest, Paradise Hills, North Park, Otay Mesa","Access to Health Care, Aging Care & Support, Behavioral Health, Children & Youth Well-Being, Chronic Health Conditions, Community Safety, Economic Stability","Access to Health Care, Aging Care & Support, Behavioral Health, Children & Youth Well-Being, Chronic Health Conditions, Community Safety, Economic Stability",https://www.sharp.com/about/community/community-benefits/upload/Sharp-Mesa-Vista-Hospital-2022-CHNA.pdf,https://www.sharp.com/about/community/community-benefits/upload/Sharp-Mesa-Vista-Hospital-Fiscal-Years-2023-2026-Implementation-Strategy.pdf,Erica Salcuni Erica.Salcuni@sharp.com
6932525,Shasta Regional Medical Center,1100 Butte Street,Redding,96001-0853,CA,Prime Healthcare Services,Non-Profit,N/A unable to find,,,,,,,,,
6933516,Sherman Oaks Hospital,4929 Van Nuys Boulevard,Sherman Oaks,91403-1777,CA,Prime Healthcare Services,Non-Profit,2022,Combination of zip codes and places,N/A,"91401, 91403, 91405, 91411, 91423, 91604, 91606, 91607","North Hollywood, Sherman Oaks, Studio City, Valley Village, Van Nuys, Panorama City, Reseda, Sylmar","Mental Health, Continuity of Care, Homelessness, Employee Issues","Coordination of Care, Transitions of Care, Payment issues, Mental Health, Diabetes, Heart Disease, Lack of Knowledge about Health Services, Obesity, Cancer, Hypertension, Substance Abuse Disorder, Access to Primary Care, Poverty",https://shermanoakshospital.org/wp-content/uploads/2022/12/SOH-Community-Health-Needs-Assessment-2022-Final.pdf,https://shermanoakshospital.org/wp-content/uploads/2023/04/Sherman-Oaks-Hospital-2023_25-Implementation-Plan-Final.pdf,N/A
6933080,Shriners Hospitals for Children-Northern California,2425 Stockton Boulevard,Sacramento,95817-2215,CA,Shriners Hospitals for Children,Non-Profit,2022,List of Counties,"Sacramento, Solano, San Joaquin, Placer, Yolo, El Dorado, Sutter, Yuba, Nevada",N/A,N/A,"Orthopedic Care, Scoliosis Care, Gastrointestinal and Bowel Management care, Burn Care, Transportation, Insurance, Language, Housing","Orthopedic Care, Scoliosis Care, Gastrointestinal and Bowel Management care, Burn Care",https://shrinersdigital.merlinone.net/soda/GetObject?ikey=1715EBB30E107BC5DD9977574869EB1633907227F575C7010CD78B1F7435F449&user=KPreston&mode=inline&note=MX+drag+and+drop&target=SHC-Northern_California_CHNA_2021.PDF,N/A,Ncal.info@shrinenet.org
6930875,Sierra Nevada Memorial Hospital,155 Glasson Way,Grass Valley,95945-5723,CA,CommonSpirit Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Nevada,"95945, 95946, 95949, 95959, 95960, 95975, 95977, 95986","Grass Valley, Alta Sierra, Smartsville, Lake Wildwood, North San Juan, Pike, Nevada City, Washington, Graniteville","Safe and Violence-Free Environment; Pollution-Free Living Environment; Access to Dental Care and Preventive Services; Access and Functional Needs; Active Living and Healthy Eating; Access to Specialty and Extended Care; Injury and Disease Prevention and Management; Access to Mental/ Behavioral/ Substance Abuse Services; Access to Quality Primary Care Health Services; Access to Basic Needs Such as Housing, Jobs, and Food","Access to Basic Needs such as housing, jobs, and food; Access to Mental/Behavioral and Substance Use Services; Access to Quality Primary Care Health Services; Access to Specialty and Extended Care; System Navigation; Increase Community Connections; Access to Functional Needs; Injury and Disease Prevention and Management; Active Living and Healthy Eating; Safe and Violence-Free Environment",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/sierra-nevada-chna-main-report.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/community-benefit/2022/SierraNevadaMemHosp-2022CBReport.pdf,DignityHealthGSSA_CHNA@dignityhealth.org
6932466,Sierra View Medical Center,465 West Putnam Avenue,Porterville,93257-3320,CA,,Non-Profit,2019,List of Counties,"Fresno, Kings, Madera, Tulare",N/A,N/A,"Access to Care, Asthma, Cancer, Climate and Health, CVD/Stroke,Economic Security/ Homelessness, HIV/AIDS/STIs, Maternal and Infant Health, Mental Health, Obesity/HEAL/ Diabetes, Oral Health, Substance Abuse/Tobacco, Violence/Injury Prevention",N/A,https://hospitalcouncil.org/wp-content/uploads/sites/2/2021/11/final_central_valley_chna_3.18.pdf,N/A,http://www.hospitalcouncil.org/
6932705,Sierra Vista Hospital,8001 Bruceville Road,Sacramento,95823-2329,CA,"Universal Health Services, Inc.",Unable to Find,N/A unable to find,,,,,,,,,
6933295,Sierra Vista Regional Medical Center,1010 Murray Avenue,San Luis Obispo,93405-1806,CA,TENET Healthcare Corporation,Unable to Find,N/A unable to find,,,,,,,,,
6930630,Sonoma Developmental Center,15000 Arnold Drive,Eldridge,95431-8900,CA,,Unable to Find,N/A unable to find,,,,,,,,,
6933520,Sonoma Valley Hospital,347 Andrieux Street,Sonoma,95476-6811,CA,USFC health,Unable to Find,N/A unable to find,,,,,,,,,
6933500,Sonoma West Medical Center,501 Petaluma Avenue,Sebastopol,95472-4215,CA,N/A,Unable to Find,N/A unable to find,,,,,,,,,
6933350,South Coast Global Medical Center,2701 South Bristol Street,Santa Ana,92704-6278,CA,"KPC Healthcare, Inc.",Unable to Find,N/A unable to find,,,,,,,,,
6930540,Southern California Hospital at Culver City,3828 Delmas Terrace,Culver City,90232-6806,CA,Prospect Medical Holdings,Unable to Find,N/A unable to find,,,,,,,,,
6930072,Southern California Hospital at Hollywood,6245 De Longpre Avenue,Los Angeles,90028-9001,CA,Prospect Medical Holdings,For-Profit,N/A unable to find,,,,,,,,,
6931315,Southern Inyo Healthcare District,501 East Locust Street,Lone Pine,93545-1009,CA,,For-Profit,N/A unable to find,,,,,,,,,
6930690,Southwest Healthcare System,25500 Medical Center Drive,Murrieta,92562-5965,CA,"Universal Health Services, Inc.",For-Profit,2019,"Combination of counties, zip codes, and places","Riverside, San Bernardino","91701, 91708, 91710, 91711, 91730, 91737, 91739, 91752, 91761, 91762, 91763, 91764, 91784, 91786, 92335, 92336, 92337, 92880, 91709, 92860, 92376, 92377, 91766, 91767, 91768","Claremont, Chino, Eastvale, Fontana, Montclair, Ontario, Rancho Cucamonga, Upland, Pomona, Banning, Beaumont, Cabazon, Colton, Calimesa, Forest Falls, Highland, Mentone, Redlands, Yucaipa, Chino Hills, Corona, Norco, Rialto,  Bloomington, Bryn Mawr, Crestline, Fontana, Grand Terrace, Hemet, Loma Linda, Patton, Rialto, San Bernardino, Lake Elsinore, Aguanga, Murrieta, Menifee, Sun City, Temecula, Wildomar, Corona, Hemet, Perris","mental health, alcohol/drug substance abuse, transportation especially for the senior population, poverty, food insecurity, affordable housing and homelessness, education and awareness, chronic diseases, access to healthcare, preventative health care","Mental health, alcohol/drug substance abuse, chronic disease, asthma, cancer, diabetes, health disease, obesity, access to health care, provider shortage, insurance",https://sarhfiles.blob.core.windows.net/live/docs/default-source/maps/community-outreach/2019-regional-community-health-needs-assessment.pdf?sfvrsn=bd3f1d85_2,https://sarhfiles.blob.core.windows.net/live/docs/default-source/maps/community-outreach/2019-regional-community-health-needs-assessment.pdf?sfvrsn=bd3f1d85_2,N/A
6932760,St. Bernardine Medical Center,2101 North Waterman Avenue,San Bernardino,92404-4855,CA,CommonSpirit Health,Non-Profit,2019,Combination of zip codes and places,N/A,"92316, 92344, 92404, 92324, 92345, 92405, 92325, 92373, 92407, 92346, 92374, 92408, 92335, 92376, 92410, 92336, 92377, 92411, 92337, 92401, 92399","Bloomington, Hesperia, Colton, Crestline, Redlands, Highland, Fontana, Rialto, Yucaipa, Victorville, San Bernardino","Access to health care, Birth indicators, Chronic Disease, Dental care, Economic insecurity, Food insecurity, Homelessness, Mental health, Overweight and obesity, Preventive practices, sexually transmitted infections, Substance use and misuse, Violence and injury prevention, COVID-19","Access to health care, Behavioral health, Housing and Homelessness, Chronic diseases, Safety and Violence",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/chna-st-bernardine.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2019/sbmc-2019-implementation-strategy-final.pdf,N/A
6932500,St. Elizabeth Community Hospital,2550 Sister Mary Columba Drive,Red Bluff,96080-4397,CA,CommonSpirit Health,Non-Profit,2019,"Combination of counties, zip codes, and places","Tehama, Glenn","95963, 96021, 96022, 96035, 96055, 96080","Orland, Corning, Cottonwood, Gerber, Los Molinos, Red Bluff","Access to Primary & Specialty Care, Addiction/Substance Use, Aging Issues, Cancers, Child Abuse/Neglect, Dental Problems, Diabetes, Domestic Violence, Firearm-Related Injuries, Food Insecurity, Heart Disease, High Blood Pressure, HIV/AIDS, Homicide, Homelessness, Human Trafficking, Infant Death, Infectious Diseases, Mental Health Problems, Motor Vehicle Crash Injuries, Obesity, Rape/Sexual Assault, Respiratory/Lung Diseases, Sexually Transmitted Diseases (STDs), Stroke, Suicide, Teenage Pregnancy, Tobacco Use","Access to Care; primary, specialty, urgent care; Aging Issues; Alzheimer's; dementia; Homelessness; Mental Health",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/northstate/chna/sech-fy19-chna-final.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/northstate/chna/sech-fy19-chna-final.pdf,N/A
6931790,St. Francis Medical Center,3630 East Imperial Highway,Lynwood,90262-2636,CA,Verity Health System,Non-Profit,2019,"Combination of counties, zip codes, and places",Los Angeles,"90201, 90706, 90240, 90241, 90242, 90255, 90262, 90650, 90723, 90660, 90280","Bell, Bell Gardens, Cudahy Bellflower, Downey, Huntington Park, Lynwood, Norwalk, Paramount, Pico Rivera, South Gate","Access to healthcare; Chronic diseases including asthma incidence, cancer incidence, diabetes incidence/mortality, heart disease and stroke incidence/mortality, kidney disease mortality, liver disease mortality; Dental care; Economic insecurity; Food insecurity; Housing and homelessness; Mental health; Overweight and obesity; Pneumonia and influenza mortality; Preventative practices (vaccines and screenings); Substance use and misuse","Access to Care, Food Insecurity, Housing, Homelessness",https://www.pihhealth.org/app/files/public/32f3d083-92f0-4408-8dda-e6a62166006b/2019-CHNA-Downey.pdf,https://www.pihhealth.org/app/files/public/32f3d083-92f0-4408-8dda-e6a62166006b/2019-CHNA-Downey.pdf,Community.Benefit@PIHHealth.org
6930360,St. John's Pleasant Valley Hospital,2309 Antonio Avenue,Camarillo,93010-1414,CA,CommonSpirit Health,Non-Profit,2019,"Combination of counties, zip codes, and places",Ventura,N/A  ,N/A ,"Mental Health, Cancer/Cancer Screening, Substance Use, Seniors Access to Care, Education, Poverty, Access to Health Care Services, Chronic Health Conditions, Diabetes, Obesity, Cardiovascular Disease, Nutrition, Access to Health Insurance, Homeless Health Issues, Oral Health, Increasing Affordable Housing/Safe homes and families, Physical Health/Health and Wellness, Transportation, Decrease Hospitalization during End of Life, Reduce Preventable Hospitalizations, Maternal Health","Improve Access to Health Services, Reduce the Impact of Behavioral Health Issues, Improve Health and Wellness for Older Adults, Reduce the Burden of Chronic Disease, Address Social Needs",http://vcportal.ventura.org/VCHCA/Public%20Health/Ventura%20CHNA%20FINAL_2019.pdf,http://vcportal.ventura.org/VCHCA/Public%20Health/Ventura%20CHNA%20FINAL_2019.pdf,stjohnshealthed@dignityhealth.org
6932310,St. John's Regional Medical Center,1600 North Rose Avenue,Oxnard,93030-3723,CA,CommonSpirit Health,Non-Profit,2019,List of Counties,Ventura,N/A,N/A,"Mental Health, Cancer/Cancer Screening, Substance Use, Seniors Access to Care, Education, Poverty, Access to Health Care Services, Chronic Health Conditions, Diabetes, Obesity, Cardiovascular Disease, Nutrition, Access to Health Insurance, Homeless Health Issues, Oral Health, Increasing Affordable Housing/Safe homes and families, Physical Health/Health and Wellness, Transportation, Decrease Hospitalization during End of Life, Reduce Preventable Hospitalizations, Maternal Health","Improve Access to Health Services, Reduce the Impact of Behavioral Health Issues, Improve Health and Wellness for Older Adults, Reduce the Burden of Chronic Disease, Address Social Needs",http://vcportal.ventura.org/VCHCA/Public%20Health/Ventura%20CHNA%20FINAL_2019.pdf,http://vcportal.ventura.org/VCHCA/Public%20Health/Ventura%20CHNA%20FINAL_2019.pdf,stjohnshealthed@dignityhealth.org
6932300,St. Joseph Hospital,1100 West Stewart Drive,Orange,92868-3849,CA,Providence St. Joseph Health,Non-Profit,2019,"Combination of counties, zip codes, and places",Orange,"92801, 92802, 92803, 92804, 92805, 92806, 92807, 92808, 92809, 92814, 92815, 92816, 92817 , 92825 92840, 92841, 92842, 92843, 92844, 92845 , 92846, 92856, 92857, 92859, 92862, 92863, 92865, 92866, 92867 , 92868, 92701, 92702, 92703, 92704, 92705, 92706, 92707, 92711, 92735 , 92799  92780, 92781 , 92782, 92861,  92683, 92864 , 92685  90620, 90621 , 90622  92877, 92878, 92879, 92880, 92881, 92882 , 92883, 92626, 92627 , 92628, 90630, 92610, 92708 , 92728  92831, 92833, 92834 , 92838  92602, 92603, 92604, 92606, 92612, 92614, 92616, 92617, 92618, 92619, 92620, 92623 , 92697 92630  92870 , 92871  92676, 90680, 92885, 92886 , 92887","Anaheim, Garden, Grove, Orange, Santa, Ana, Tustin, Villa Park, Westminster, Buena Park, Corona, Costa Mesa, Cypress, Foothill Ranch, Fountain Valley, Fullerton, Irvine, Lake Forest, Placentia, Silverado, Stanton, Yorba Linda","Cancer, Diabetes, Early Childhood Education, Economic Mobility, Environment/Climate, Equity and Racial Disparities, Food Security, Health Care Access, Homelessness & Housing Instability, Mental Health & Substance Use, Obesity, Safety, Senior Health","Mental health & substance use, housing & homelessness, equity & racial disparities",https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/reports/2019chna-orangecounty.pdf,https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/reports/2019chna-orangecounty.pdf,Barry.Ross@StJoe.org
6930106,St. Joseph Hospital,2700 Dolbeer Street,Eureka,95501-4799,CA,Providence St. Joseph Health,Non-Profit,2017,"Combination of counties, zip codes, and places","Humboldt, Del Norte","95501, 95502, 95503, 95518, 95521, 95519, 95524, 95564, 95537, 95540, 95531, 95532, 95548, 95555, 95546, 95573, 95570, 95525, 9554, 95551, 95536, 95562","Eureka, Arcata, McKinleyville, Bayside, Samoa, Fields Landing, Fortuna, Crescent City, Klamath, Orick, Hoopa, Willow Creek, Trinidad, Blue Lake, Kneeland, Loleta, Ferndale, Rio Dell","Housing Concerns, Mental Health, Substance Abuse, Food and Nutrition, Access to Resources Economic Insecurity, Insurance and Cost of Care Smoking, Crime and Safety, Asthma, Heart Disease, Dental Care, Homelessness","Housing Concerns, Mental Health, Substance Abuse, Food and Nutrition ",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/sje-chna-fy17.pdf?la=en&rev=515012f5d7504ec2abceafca7146494b&hash=CA7CE1C77D04F98149002D39401678C4,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/sje-chna-fy17.pdf?la=en&rev=515012f5d7504ec2abceafca7146494b&hash=CA7CE1C77D04F98149002D39401678C4,Martha.Shanahan@stjoe.org
6933617,St. Joseph's Behavioral Health Center,2510 North California Street,Stockton,95204-5568,CA,CommonSpirit Health,Non-Profit,2022,List of Counties,San Joaquin,N/A,N/A,"Mental Health, Access to Care, Income and Employment , Housing,  Chronic Disease/HEAL, Family and Social Support, Education, Transportation","Mental Health, Access to Care, Income and Employment",http://www.sjcphs.org/assets/20220817_4%2028%2022%20Final%20SJC%20CHNA%20Report.pdf,http://www.sjcphs.org/assets/20220817_4%2028%2022%20Final%20SJC%20CHNA%20Report.pdf,N/A
6933620,St. Joseph's Medical Center,1800 North California Street,Stockton,95204-6019,CA,CommonSpirit Health,Non-Profit,2022,List of Counties,San Joaquin,N/A,N/A,"Mental Health, Access to Care, Income and Employment, Housing , Chronic Disease/HEAL, Community Safety, Family and Social Support,  Education, Transportation ",N/A,https://www.dignityhealth.org/central-california/locations/stjosephs-stockton/about-us/community-programs/community-health-needs-assesment,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/st-josephs-medical-center-stockton-chna-22.pdf,N/A
6930823,St. Jude Medical Center,101 East Valencia Mesa Drive,Fullerton,92835-3875,CA,Providence St. Joseph Health,Non-Profit,2021,Combination of counties and places,"Orange, Los Angeles, Riverside, San Bernardino",N/A,N/A ,"Mental Health, Healthcare Access, Homelessness and Housing, Health Equity and Racial Disparities","Mental Health, Healthcare Access, Homelessness and Housing, Health Equity and Racial Disparities",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/stjudefullerton2021chna.pdf?la=en&rev=6d270a7cb8cd413d86c6a710f8fbc7d9&hash=3C70503DCE33CCC916162FCBBA55E8E9,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/stjudefullerton20212023chip.pdf?la=en&rev=e275616749c24fdda05acfd3817d4189&hash=B8CE6E83F76DDDAC44590BEBB8409D8B,CHI@providence.org
6931360,St. Mary Medical Center,1050 Linden Avenue,Long Beach,90813-3321,CA,CommonSpirit Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Los Angeles,"90706, 90802, 90803, 90804,90805, 90806, 90807, 90808, 90810, 90813, 90814, 90815","Bellflower, Long Beach","Access to healthcare, Housing and Homelessness, Mental Health","Access to healthcare, Housing and Homelessness, Mental Health",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/st-mary-medical-center-lb-chna-22.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-implementation-strategies/Long-Beach-St-Mary-2022-Implementation-Strategy.pdf,Kit.Katz@DignityHealth.org
6930095,St. Mary Medical Center,18300 Highway 18,Apple Valley,92307-2206,CA,Providence St. Joseph Health,Non-Profit,2021,Combination of zip codes and places,N/A,"92301, 92307, 92308, 92342, 92344, 92345, 92356, 92368, 92392, 92394, 92395","Adelanto, Apple Valley, Helendale, Hesperia, Lucerne Valley, Oro Grande, Victorville","Access to Care, Mental Health, Homelessness and Housing Instability, Obesity","Access to Care, Mental Health, Homelessness and Housing Instability, Obesity",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/stmaryapplevalley2021chna.pdf?la=en&rev=768328a93be34e679412f9f2f03c3e4b&hash=8EC7D853A130EE9CA0A9659FAB39BB48,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/stmaryapplevalley2021-2023chip.pdf?la=en&rev=5412983c3e7d40519053976a8da3706c&hash=CB2589AF60209A05A82150D12853D08B,CHI@providence.org
6933050,St. Mary's Medical Center,450 Stanyan Street,San Francisco,94117-1079,CA,CommonSpirit Health,Non-Profit,2022,"Combination of counties, zip codes, and places","San Francisco, San Mateo","94102, 94103, 94104, 94105, 94107, 94108, 94109, 94110, 94111, 94112, 94114, 94115, 94116, 94117, 94118, 94121, 94123, 94124, 94127, 94128, 94129, 94130, 94131, 94132, 94133, 94134, 94143, 94158",San Francisco,"Access to Welcoming Health Care, Behavioral Health and Substance Use, Economic Opportunity","Access to Welcoming Health Care, Behavioral Health and Substance Use, Economic Opportunity",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/st-marys-med-center-chna-2022.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2022/StMarysMedCntr-2022ImpStrategy.pdf,Alexander.Mitra@DignityHealth.org
6930947,St. Rose Hospital,27200 Calaroga Avenue,Hayward,94545-4383,CA,Alecto Healthcare,Non-Profit,2019,Combination of zip codes and places,N/A,92342,"Hayward, San Leandro, San Lorenzo, Union City, Fremont, Newark","Behavioral health, Housing and homeless, Healthy eating/active living,  Economic security, health care access and delivery, Community an family safety, Maternal and infant care, Cancer, Climate/Natural environment, Heart disease /Stroke, STIs, Transportation and traffic, Asthma and respiratory conditions, Education and literacy",N/A,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiCzOSY4Lj6AhUkmWoFHaeHBxgQFnoECA8QAQ&url=https%3A%2F%2Fwww.strosehospital.org%2Fimages%2Fdocuments%2FSt.%2520Rose%2520Hospital%25202019%2520CHNA%2520Report.pdf&usg=AOvVaw2aihFxkIbLbYwSTLSqw6WV,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiCzOSY4Lj6AhUkmWoFHaeHBxgQFnoECA8QAQ&url=https%3A%2F%2Fwww.strosehospital.org%2Fimages%2Fdocuments%2FSt.%2520Rose%2520Hospital%25202019%2520CHNA%2520Report.pdf&usg=AOvVaw2aihFxkIbLbYwSTLSqw6WV,N/A
6931730,St. Vincent Medical Center,2131 West Third Street,Los Angeles,90057-1901,CA,Verity Health System,Non-Profit,N/A unable to find,,,,,,,,,
6930107,Stanford Health Care - ValleyCare,5555 West Las Positas Boulevard,Pleasanton,94588-4000,CA,Stanford Health Care,Non-Profit,2019,List of Zip Codes,N/A,"92344, 92345 92356",N/A,"Behavioral Health, Health Care Access and Delivery, Housing and Homelessness, Healthy Eating/Active Living, Diabetes and Obesity, Heart Disease and Stroke,  Economic Stability,  Community and Family Safety, Oral/Dental Health",N/A,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjLhoaG47j6AhWZlmoFHWPJA60QFnoECA8QAQ&url=https%3A%2F%2Fstanfordhealthcare.org%2Fcontent%2Fdam%2Fvalleycare%2Fcommunity-benefits%2F2019-Community-Health-Needs-Assessment-(CHNA).pdf&usg=AOvVaw34FM90Wjvu7R9fklakIk75,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjLhoaG47j6AhWZlmoFHWPJA60QFnoECA8QAQ&url=https%3A%2F%2Fstanfordhealthcare.org%2Fcontent%2Fdam%2Fvalleycare%2Fcommunity-benefits%2F2019-Community-Health-Needs-Assessment-(CHNA).pdf&usg=AOvVaw34FM90Wjvu7R9fklakIk75,N/A
6932330,Stanford Health Care,"300 Pasteur Drive, Suite H3200",Palo Alto,94304-2203,CA,Stanford Health Care,Non-Profit,2020,List of Counties,"San Mateo, Santa Clara",N/A,N/A,"Access to Care & Care Delivery, Housing & Homelessness,  Economic Stability, Obesity & Diabetes, Behavioral Health, Oral Health",N/A,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwj9i92p5Lj6AhUnmGoFHVVzC-UQFnoECBQQAQ&url=https%3A%2F%2Fstanfordhealthcare.org%2Fcontent%2Fdam%2FSHC%2Fabout-us%2Fpublic-services-and-community-partnerships%2Fdocs%2Fshc-fy20-oshpd-cb-report.pdf&usg=AOvVaw0TGlGRTRBvemR5Id3bcjQY,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwj9i92p5Lj6AhUnmGoFHVVzC-UQFnoECBQQAQ&url=https%3A%2F%2Fstanfordhealthcare.org%2Fcontent%2Fdam%2FSHC%2Fabout-us%2Fpublic-services-and-community-partnerships%2Fdocs%2Fshc-fy20-oshpd-cb-report.pdf&usg=AOvVaw0TGlGRTRBvemR5Id3bcjQY,N/A
6930101,Stanislaus Surgical Hospital,1421 Oakdale Road,Modesto,95355-3356,CA,Sutter Health,Unable to Find,2019,Combination of counties and zip codes,Stanislaus,"92368 92392, 92394, 92395",N/A,"Access to Basic Needs, Such as Housing, Jobs, and Food;  Access to Mental, Behavioral, and Substance-Abuse Services; Access to Quality Primary Care Health Services; Safe and Violence-Free Environment; Injury and Disease Prevention and Management; Active Living and Healthy Eating; Access and Functional Needs; Transportation and Physical Disability;  Access to Specialty and Extended Care; Pollution-Free Living Environment","Access to basic needs, such as housing, jobs, and food; Access to mental, behavioral, and substance-abuse services; Access to quality primary care health services; Safe and violence-free environment; Injury and disease prevention and management; Active living and healthy eating",N/A ,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwj2ldSu5bj6AhUmlWoFHRXmDvQQFnoECAIQAQ&url=https%3A%2F%2Fwww.sutterhealth.org%2Fpdf%2Ffor-patients%2Fchna%2Fssh-2019-implementation-strategy.pdf&usg=AOvVaw2GA4JcRUAf9NQFT4QPkYRs,SHCB@sutterhealth.org
6931647,Stewart & Lynda Resnick Neuropsychiatric Hospital at UCLA,150 UCLA Medical Plaza,Los Angeles,90095-8353,CA,UCLA Health,Unable to Find,2022,List of Zip Codes,N/A,"90077, 90210, 90211, 90212, 90049, 90067, 90230, 90232, 90056, 90263, 90265, 90292, 90272, 90034, 90293, 90094, 90401, 90402, 90403, 90494, 90405, 90066, 90291, 90025, 90035, 90064, 90045, 90024",N/A,"Access to health care (primary care, specialty care,dental care); Chronic diseases (asthma, cancer, diabetes, heart disease, liver disease); Community Safety; COVID-19; Economic insecurity; Environmental conditions (air and water quality, pollution); Food insecurity; Housing/homelessness; Mental health; Overweight and obesity (healthy eating and physical activity); Preventative practices (vaccines, screenings, fall prevention); Sexually transmitted infections; Substance abuse; Transportation","Mental health care, Access to health care, Housing and homelessness, Substance use and misuse, Dental care, Preventive practices, Overweight and obesity, Heart disease, Transportation, Cancer, Liver disease",https://www.uclahealth.org/sites/default/files/documents/Resnick-Neuropsychiatric-hosp-2022-CHNA.pdf,https://www.uclahealth.org/sites/default/files/documents/Resnick-2020-CHNA-implementation-strategy.pdf,N/A
6932395,Surprise Valley Health Care District,741 North Main Street,Cedarville,96104,CA,N/A,Unable to Find,2022,"Combination of counties, zip codes, and places",Modoc,"96006, 96015, 96054, 96101, 96104, 96108, 96112, 96115, 96116, 96110","Adel, Oregon, Gerlach, Nevada, Areas of Nevada desert","Emergency medical services (Ambulance or emergency room); Wellness Clinic (Adult immunizations, check-ups); Immunizations; Preventative medicine; Primary care services (family medicine); Personal health screenings; Family practice; Internal medicine; Specialist for pain; Orthopedics (bone or skeletal injuries)","Recruitment for specific hospital needs, expanding the tele-health programs, marketing and outreach for specific services, exploring home health and hospice through the system",https://sites.google.com/view/svhealthcaredistrict/2021-22-community-health-needs-assessment-and-strategic-plan,https://sites.google.com/view/svhealthcaredistrict/2021-22-community-health-needs-assessment-and-strategic-plan,N/A
