ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6213670,Niagara Falls Memorial Medical Center,621 Tenth Street,Niagara Falls,14301-1813,NY,,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Niagara, Erie","14072, 14301, 14303, 14304, 14305, 14092, 14017, 14109, 14120, 14131, 14132, 14144, 14172, 14174","City of Niagara Falls, Town of Grand Island","Prevent Chronic Diseases, Prevent Mental and Substance Use Disorders","Prevent Chronic Diseases, Prevent Mental and Substance Use Disorders",https://drive.google.com/file/d/1urepgEqvt7aGInq-1W9iRPePoXj9rMfC/view,https://drive.google.com/file/d/1urepgEqvt7aGInq-1W9iRPePoXj9rMfC/view,Patrick Bradley 716-278-4569
6211430,Nicholas H. Noyes Memorial Hospital,111 Clara Barton Street,Dansville,14437-9503,NY,University of Rochester Medical Center,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,Monroe County,14580,"Rochester, Webster","Promote Healthy Women, Infants, and Children; Promote Well-Being to Prevent Mental and Substance Use Disorders","Promote Healthy Women, Infants, and Children; Promote Well-Being to Prevent Mental and Substance Use Disorder",https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/community/documents/2022-2024-Monroe-County-Community-Health-Needs-Assessment.pdf,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/community/documents/2022-2024-Monroe-County-Community-Health-Improvement-Plan.pdf,Theresa_Green@URMC.Rochester.edu
6212357,North Shore University Hospital,300 Community Drive,Manhasset,11030-3816,NY,Northwell Health,Non-Profit,List of Counties,2019,Combination,"Nassau, New York, Queens, Richmond, Suffolk, Westchester",N/A,N/A,"Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders","Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders",https://www.northwell.edu/sites/northwell.edu/files/2019-12/Northwell-Health-2019-CHNA-FINAL.pdf,https://www.northwell.edu/sites/northwell.edu/files/2019-12/Northwell-NYSDOH-2019-chip-workplan.pdf,efraser@northwell.edu
6212357,North Shore University Hospital,300 Community Drive,Manhasset,11030-3816,NY,Northwell Health,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Nassau, Suffolk, Queens, Staten Island, Manhattan, Westchester","11717, 11722, 11746, 11706, 11520, 11553, 11550, 11575, 11433, 11436, 11412, 11434, 10031, 10027, 10026, 10039, 10039, 10037, 10304, 10301","Brentwood, Central Islip, Huntington Station, Bay Shore, Freeport, Uniondale, Hempstead, Roosevelt, Southeast Jamaica, Central Harlem, Stapleton","Prevent Chronic Disease (healthy eating and food security, physical activity, tobacco prevention, chronic disease preventive care and management); Promote Well-Being and Prevent Mental and Substance Use Disorders (well-being, mental and substance use disorders prevention); Promote Healthy Women, Infants and Children (maternal and womens health, Perinatal and Infant Health, Child and Adolescent Health, Cross Cutting Healthy Women, Infants, and Children)","Prevent Chronic Disease; Promote Well-Being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children",https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,https://www.northwell.edu/sites/northwell.edu/files/2022-12/northwell-health-2022-2024-CHNA-CHIP-CSP-NYSDOH-implementation-plan.pdf,slutchman1@northwell.edu
6214180,Northern Dutchess Hospital,6511 Springbrook Avenue,Rhinebeck,12572-3709,NY,"Health Quest Systems, Inc.",Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Ductchess, Putnam","10541, 10512, 12582, 12564, 12563, 10509, 12414, 12601, 12550","Rhinebeck, Carmel Hamlet, Poughkeepsie, Catskill, Newburgh",N/A,"Prevent Chronic Diseases ,Promote Well-Being, Prevent Mental and Substance Use Disorders",https://www.nuvancehealth.org/-/media/pdf-files/community/2022/2022-new-york-hospitals-community-health-needs-assessment.pdf,N/A,N/A
6212500,Northern Westchester Hospital,400 East Main Street,Mount Kisco,10549-3477,NY,Northwell Health,Non-Profit,List of Counties,2022,List of Counties,"Nassau, Suffolk, Queens, Staten Island, Manhattan, Westchester",N/A,N/A,"Disruptions in care for chronic conditions, Worsening mental health and substance use disorders, A greater need for women and children's care","Prevent chronic disease; Promote Well-Being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children",https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,https://www.northwell.edu/sites/northwell.edu/files/2022-12/Western-NWH-Service-and-Implementation-Plan.pdf,communityhealth@northwell.edu
6213690,Northport Veterans Affairs Medical Center,79 Middleville Road,Northport,11768-2200,NY,Department of Veterans Affairs,Unable to Find,,N/A unable to find,,,,,,,,,
6213720,Nyack Hospital,160 North Midland Avenue,Nyack,10960-1998,NY,Montefiore Health System,Non-Profit,List of Counties,2022,List of Counties,"Dutchess, Orange, Putnam, Rockland, Sullivan, Ulster, Westchester",N/A,N/A,"Access to affordable, decent, and safe housing; Access to mental health providers; Access to affordable, reliable public transportation","Address chronic disease, maternal child health",https://www.montefiorenyack.org/sites/default/files/Rockland%20County%20CHNA-%20MNH%20CSP%202019-2021_2.pdf,https://www.montefiorenyack.org/sites/default/files/Rockland%20County%20CHNA-%20MNH%20CSP%202019-2021_2.pdf,"Sandra Arevalo-Valencia, Director of Community & Patient Education at Montefiore Nyack Hospital, arevalos@montefiorenyack.org; 845-348-2876"
6212630,NYC Health + Hospitals / Bellevue,462 First Avenue,New York,10016-9198,NY,NYC Health + Hospitals,Public,List of Places,2019,List of Places,N/A,N/A,"Bronx, Brooklyn, Manhatten, Queens","Chronic and behavioral disease burden, neighborhood income, access to quality, affordable housing, access to healthy affordable food, safe places for physical activity, social support, smoking cessation support, access to treatment for depression","reducing the burden of life cycle-driven illness, health equity challenges, redesigning health care for communities",https://hhinternet.blob.core.windows.net/uploads/2019/08/chna-2019.pdf#page=52,https://hhinternet.blob.core.windows.net/uploads/2019/11/isp-2019.pdf,chna@nychhc.org
6210570,NYC Health + Hospitals / Coney Island,2601 Ocean Parkway,Brooklyn,11235-7795,NY,NYC Health + Hospitals,Public,List of Places,2019,List of Places,N/A,N/A,"Bronx, Brooklyn, Manhatten, Queens","Disproportionate birth outcomes and complications during pregnancy, airway diseases, mental health, substance use disorder, Type 2 diabetes, hypertension and conditions related to aging and frailty, Redesigning health care for communities and systems, finding solutions and building health communities","Disproportionate birth outcomes and complications during pregnancy, airway diseases, mental health, substance use disorder, Type 2 diabetes, hypertension, conditions related to aging and frailty",https://hhinternet.blob.core.windows.net/uploads/2019/08/chna-2019.pdf,https://hhinternet.blob.core.windows.net/uploads/2018/11/chna-coneyisland-2016-implementation-strategy.pdf. (the only one I could find was one for 2016),chna@nychhc.org
6213180,NYC Health + Hospitals / Elmhurst,79-01 Broadway,Elmhurst,11373-1329,NY,NYC Health + Hospitals,Public,"Combination of counties, zip codes, and places",2022,Combination,Queens,11373,Central Queens,"Socioeconomic issues, immigrant health, access to ressources
","Improving health equity, fighting chronic disease, Facilitating access to resources",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/10/2022-CHNA-ISP-Report.pdf,chna@nychhc.org
6212830,NYC Health + Hospitals / Harlem,506 Lenox Avenue,New York,10037-1802,NY,NYC Health + Hospitals,Public,"Combination of counties, zip codes, and places",2022,Combination,Manhattan,10037,"Central Harlem, West Harlem, Washington Heights, Inwood","Mental health, crime and safety, food access, access to ressources ","Improving health equity, fighting chronic disease, Facilitating access to resources ",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/10/2022-CHNA-ISP-Report.pdf,chna@nychhc.org
6210036,NYC Health + Hospitals / Henry J Carter Specialty Hospital and Medical Center,1752 Park Avenue,New York,10035,NY,NYC Health + Hospitals,Public,"Combination of counties, zip codes, and places",2022,Combination,Manhattan,10035,Harlem,"Crime and safety, Substance use, Senior health, Access to resources","Improving health equity, fighting chronic disease, Facilitating access to resources",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/10/2022-CHNA-ISP-Report.pdf,chna@nychhc.org
6212700,NYC Health + Hospitals / Jacobi,1400 Pelham Parkway South,Bronx,10461-1197,NY,NYC Health + Hospitals,Public,Combination of counties and places,2022,Combination,"Bronx, Manhatten, Brooklyn, Queens",N/A,"Bronx, Brooklyn, Manhatten, Queens, Staten Island","Crime and Safety, Senior Health, Access to Resources, Impact of COVID-19 on the community, Nutrition and Food Access, Senior Health, Youth Services, Socioeconomic Issues, Mental Health/Mental Health Resources, Substance Use","Improving Health Equity, Fighting Chronic Disease, Facilitating Access to Resources, Looking Forward ",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/10/2022-CHNA-ISP-Report.pdf,chna@nychhc.org
6210690,NYC Health + Hospitals / Kings County,451 Clarkson Avenue,Brooklyn,11203-2054,NY,NYC Health + Hospitals,Public,Combination of counties and places,2022,Combination,"Bronx, Manhatten, Brooklyn, Queens",N/A,"Bronx, Brooklyn, Manhatten, Queens, Staten Island","Crime and Safety, Senior Health, Access to Resources, Impact of COVID-19 on the community, Nutrition and Food Access, Senior Health, Youth Services, Socioeconomic Issues, Mental Health/Mental Health Resources, Substance Use","Improving Health Equity, Fighting Chronic Disease, Facilitating Access to Resources, Looking Forward ",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,chna@nychhc.org
6213010,NYC Health + Hospitals / Lincoln,234 East 149th Street,Bronx,10451-5504,NY,NYC Health + Hospitals,Public,List of Counties,2019,List of Counties,"Bronx, Brooklyn, Manhattan, Queens",N/A,N/A,"Gentrification, displacement and lack of affordable housing, Alcohol, tobacco and drug abuse, Lack of places to purchase affordable and healthy foods, Lack of safe, outdoor public spaces for adults to exercise and children to play, Noise and air pollution, Pest control, Poor conditions of buildings, Asthma, Sedentary lifestyle especially for children, Long ER wait times, Diabetes, Lead poisoning, Mental health in general, but also in youth population","Reducing the burden of life cycle-driven illness and health equity challenges, Redesigning health care for communities, Rethinking health care systems and An infrastructure for scaling",https://hhinternet.blob.core.windows.net/uploads/2019/08/chna-2019.pdf#page=40,https://hhinternet.blob.core.windows.net/uploads/2019/11/isp-2019.pdf,chna@nychhc.org
6213010,NYC Health + Hospitals / Lincoln,234 East 149th Street,Bronx,10451-5504,NY,NYC Health + Hospitals,Public,Combination of counties and places,2022,List of Counties,"Bronx, Brooklyn, Manhattan, Queens, Staten Island",N/A,"Bronx, Yonkers, Mount Vernon ","Crime and Safety, Senior Health, Access to Resources, Impact of COVID-19 on the community, Nutrition and Food Access, Senior Health, Youth Services, Socioeconomic Issues, Mental Health/Mental Health Resources, Substance Use","Improving Health Equity, Fighting Chronic Disease, Facilitating Access to Resources, Looking Forward ",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/10/2022-CHNA-ISP-Report.pdf,chna@nychhc.org
6213070,NYC Health + Hospitals / Metropolitan,1901 First Avenue,New York,10029-7404,NY,NYC Health + Hospitals,Public,"Combination of counties, zip codes, and places",2022,Combination,New York,10029,East Harlem,"Crime and safety, mental health resources, socioeconomic issues, access to resources","Improving health equity and fighting chronic disease, Facilitating access to resources",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/10/2022-CHNA-ISP-Report.pdf,chna@nychhc.org
6210395,NYC Health + Hospitals / North Central Bronx,3424 Kossuth Avenue,Bronx,10467-2489,NY,NYC Health + Hospitals,Public,"Combination of counties, zip codes, and places",2022,Combination,Bronx,10467,"Northeastern Bronx, Norwood, Crotona, Tremont, Fordham, Bronx Park, Highbridge, Morrisania, Kingsbridge, Riverdale","Nutrition and food access, Crime and safety, Access to resources ","Improving health equity, fighting chronic disease, Facilitating access to resources",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/10/2022-CHNA-ISP-Report.pdf,chna@nychhc.org
6212010,NYC Health + Hospitals / Queens,82-68 164th Street,Jamaica,11432-1104,NY,NYC Health + Hospitals,Public,"Combination of counties, zip codes, and places",2022,Combination,Queens,11432,Queens,"Socioeconomic issues, Access to resources, Crime and Safety
","Improving health equity, fighting chronic disease, Facilitating access to resources",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/10/2022-CHNA-ISP-Report.pdf,chna@nychhc.org
6210965,NYC Health + Hospitals / Woodhull,760 Broadway,Brooklyn,11206-5383,NY,NYC Health + Hospitals,Public,Combination of counties and places,2022,Combination,Brooklyn,N/A,"East Flatbush, Flatbush, Crown Heights, Williamsburgh, Bushwick","Housing access, affordability, and quality; Poverty and low-income status; Stress and emotional wellbeing; Community safety and violence; Obesity and high BMI","Violence, Homelessness, Food insecurity, Affordable housing, Substance use",https://hhinternet.blob.core.windows.net/uploads/2022/07/community-health-needs-asssessment-2022.pdf,https://hhinternet.blob.core.windows.net/uploads/2022/10/2022-CHNA-ISP-Report.pdf,chna@nychhc.org
6212925,NYU Langone Hospitals,550 First Avenue,New York,10016-6402,NY,NYU Langone Health,Non-Profit,Combination of counties and places,2022,Combination,"Manhattan, Brooklyn, Long Island, Queens, Staten Island, Westchester, New Jersey, Hempstead, Nassau County, Long Island",N/A,"Lower East Side Manhatten, Chinatown, Sunset Park, Redhook ","Reducing tobacco use, ensuring access to healthy food and safe environments, preventing cardiovascular disease, supporting families through early childhood and teen programs","Prevent Chronic Disease; Promote Healthy Women, Infants, and Children; Promote Healthy and Safe Environments; Ongoing Evaluation and Adaptation",https://nyulangone.org/files/community-health-executive-summary-8-22.pdf,https://nyulangone.org/files/chnaa-service-report-2022.pdf,"Sue A. Kaplan, sue.kaplan@nyulangone.org"
6212450,NYU Winthrop Hospital,259 First Street,Mineola,11501-3957,NY,NYU Langone Health,Non-Profit,Combination of counties and places,2022,Combination,Nassau,N/A,"Manhattan, Brooklyn, Long Island and Queens, Staten Island, Westchester, New Jersey","Preventing Chronic Diseases; Promoting Healthy Women, Infants and Children; Promoting a Healthy and Safe Environment","Preventing Chronic Diseases; Promoting Healthy Women, Infants and Children; Promoting a Healthy and Safe Environment",https://nyulangone.org/files/chnaa-service-report-2022.pdf,https://nyulangone.org/files/chnaa-service-report-2022.pdf,sue.kaplan@nyulangone.org; kathleen.hopkins@nyulangone.org; kymona.tracey@nyulangone.org.
6211450,O'Connor Hospital,"460 Andes Road, State Route 28",Delhi,13753-7407,NY,Bassett Healthcare Network,Non-Profit,Combination of counties and places,2022,Combination,Delaware,N/A,"Andes, Bloomville, Bovina Center, Delancey, Delhi, Hamden, Hobart, Margaretville, South Kortright, Stamford, Walton, Denver, Downsville, East Branch, East Meredith, Fleishmans, Franklin, Hancock, Harpersfield, Long Eddy, Meridale, Prattsville, Roxbury","Healthy eating and food security; Physical Activity; Tobacco Prevention; Preventive Care and Management; Injuries, Violence, and Occupational Health; Outdoor Air Quality; Built and Indoor Environments; Water Quality; Food and Consumer Products; Maternal & Women's Health;  Perinatal & Infant Health;  Child & Adolescent Health; Cross Cutting Healthy Women, Infants, & Children; Promote Well-Being; Prevent Mental and Substance Use Disorders; Vaccine-Preventable Diseases; Human Immunodeficiency Virus (HIV); Sexually Transmitted Infections (STIs); Hepatitis C Virus (HCV); Antibiotic Resistance and Healthcare-Associated Infections","Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://www.bassett.org/sites/default/files/2023-03/Delaware_County_Community_Health_Assessment_2022-2024.pdf,N/A,amy.beveridge@oconnorhosp.org
6210009,Olean General Hospital,515 Main Street,Olean,14760-1513,NY,Upper Allegheny Health System,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Cattaraugus, McKean","14706,14709 ,14714,14711,14717, 14813,14721,14715,14727, 14719,14042, 16729,14731,16731, 14060 ,14735, 14737, 14065, 14739, 14772, 14741, 16745, 14743 ,14880, 14744, 16750, 14748, 14743, 14754 , 14755, 14101, 14760, 14770, 14777, 14779, 16748","Allegany, Blackcreek, Caneadea, Ceres, Cuba , Delevan , Ellicottville , Farmersville , Franklinville, Friendship ,Great Valley , Hinsdale, Houghton, Kill Buck , Limestone, Little Genesee, Little Valley, Machias, Olean, Portville, Rushford, Salamanca, Shinglehouse, Angelica, Belfast, Belmont, Bolivar, Cattaraugus, Duke Center, Eldred, Fillmore, Freedom, Randolph Rixford, Scio, Turtlepoint","Food Security and Healthy Eating; Physical Activity and Recreation; Tobacco Use; Cancer; Heart Disease; Chronic Lung and Resipiratory Disease; Stroke; Prevention of Chronic Disease; Stroke; Prevention of Chronic Disease; Behavioral Health; Safe and Healthy Environment; Maternal, Infant, and Children's Health; Communicable Disease and Immunizations","Prevent Chronic Disease; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well Being and Prevent Mental Health and Substance Use Disorders; Prevent Communicable Diseases",https://www.cattco.org/sites/default/files/health/2022-2024%20Cattaraugus%20County%20CHA-CHIP%20-%20FINAL.pdf,https://www.cattco.org/sites/default/files/health/2022-2024%20Cattaraugus%20County%20CHA-CHIP%20-%20FINAL.pdf,N/A
6213820,Oneida Healthcare,321 Genesee Street,Oneida,13421-2611,NY,,Non-Profit,List of Counties,2018,List of Counties,"Madison, Onondaga, Oswego, Chenango, Cortland, Otsego",N/A,N/A,N/A,"Reduce Obesity in Children and Adults, Increase access to high quality Chronic Disease Preventive Care and Management in both Clinical and Community Settings, Disparity Socioeconomic Status (SES)",https://www.oneidahealth.org/wp-content/uploads/2016-Community-Service-Plan.pdf,https://www.oneidahealth.org/wp-content/uploads/2016-Community-Service-Plan.pdf,N/A
6210041,Orange Regional Medical Center,707 East Main Street,Middletown,10940-2650,NY,Garnet Health,Non-Profit,List of Counties,2022,List of Counties,"Orange, Sullivan, Ulster",N/A,N/A,"Access to medical providers, affordable hosuing, chronic diseases, food insecurity, health literacy, mental health, preventative care, susbstance use, women's and children's health","Prevention of Chronic Disease, Improve Mental Health and Prevention of Substance Abuse ",https://www.garnethealth.org/sites/default/files/2023-01/Garnet%20Health%20CHNA%20-%20Orange%20County%20Summary%20FINAL%2011.18.22.pdf,https://www.garnethealth.org/sites/default/files/2023-01/Garnet%20Health%20CHNA%20-%20Orange%20County%20Summary%20FINAL%2011.18.22.pdf,"Moira Mencher, Manager of Physician Relations & Community Health mmencher@garnethealth.org"
6213880,Ossining Correctional Facilities Hospital,354 Hunter Street,Ossining,10562-5498,NY,,Unable to Find,,N/A unable to find,,,,,,,,,
6213900,Oswego Hospital,110 West Sixth Street,Oswego,13126-2507,NY,Oswego Health ,Non-Profit,"Combination of counties, zip codes, and places",2021,Combination,Oswego,"13036, 13069, 13074, 13114, 13126, 13131, 13135, 13142, 13044, 13156, 13076, 13111","Oswego, Fulton, Hannibal, Pulaski, Constantia, Hastings, Sterling, West Monroe,Central Square, Mexico, Parish, Phoenix","Primary Care, Adult Mental Health, Adolescent Mental Health, Dermatology, Addiction/ Drug Abuse Counseling, Cardiology, Cancer Care, OBGYN, Neurology, Stroke Care","Improve Access to Primary Care, Increase Utilization of Mental Health Services, Improve Access to Local Stroke Care",https://res.cloudinary.com/dpmykpsih/image/upload/oswego-health-site-341/media/02edd94341634ac69ed656641dc17411/chna-2021-implementation-strategy.pdf,https://res.cloudinary.com/dpmykpsih/image/upload/oswego-health-site-341/media/02edd94341634ac69ed656641dc17411/chna-2021-implementation-strategy.pdf,N/A
6210370,"Our Lady of Lourdes Memorial Hospital, Inc.",169 Riverside Drive,Binghamton,13905-4246,NY,Ascension Healthcare,Non-Profit,Combination of counties and places,2021,Combination,"Broome, Tioga",N/A,"Barker, Binghamton, Chenango, Colesville, Conklin, Dickinson, Fenton, Kirkwood, Lisle, Maine, Nanticoke, Sanford, Triangle, Union, Vestal, Windsor, Deposit, Endicott, Johnson City, Lisle, Port Dickinson, Whitney Point","health behaviors, social determinants of health, length of life, quality of life, clinical care, systemic issues","Improve access to specialty care providers, with specific attention to those specialists providing care to patients ages 60 and older, Improve availability and access of mental/behavioral health services including substance use services, with focus on community collaboration, Improve access and infrastructure for health services in rural communities, Improve health outcomes by focusing on prevention and wellness, Address services needed for vulnerable populations including the medically indigent and homeless populations, integrating social care with prevention and medical care for a more person-centered approach to care through community collaboration",https://healthcare.ascension.org/-/media/healthcare/compliance-documents/new-york/2021-chna---lourdes.pdf,https://healthcare.ascension.org/-/media/healthcare/compliance-documents/new-york/2021-is-lourdes.pdf,N/A
6214195,Peconic Bay Medical Center,"1 Heroes Wy,",Riverhead,11901-2031,NY,Northwell Health,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Queens, Nassau, Suffolk, Manhattan, Westchester, Staten Island","11717, 11722, 11746, 11706, 11520, 11553, 11550, 11575, 11433, 11436, 11412, 11434, 10031, 10027, 10026, 10039, 10039, 10037, 10304, 10301","Brentwood, Central Islip, Huntington Station, Bay Shore, Freeport, Uniondale, Hempstead, Roosevelt, Southeast Jamaica, Central Harlem, Stapleton","Disruptions in care for chronic conditions, Worsening mental health and substance use disorders, A greater need for women and children's care","Prevent chronic disease; Promote Well-Being and prevent mental and substance use disorders; Promote Healthy Women, Infants, and Children ",https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,https://www.northwell.edu/sites/northwell.edu/files/2023-04/Eastern-CSP-Peconic-Bay.pdf,efraser@northwell.edu
6213870,Phelps Memorial Hospital Center,701 North Broadway,Sleepy Hollow,10591-1020,NY,Northwell Health,Non-Profit,List of Counties,2019,List of Counties,Hudson Valley,N/A,N/A,"Chronic disease espeically in at risk and diverse communities, Mental health and substance abuse, Obesity, Food and nutrition: access to healthy foods, Physical activity and access to safe recreational areas, Built environment: air quality, affordable housing, employment opportunities, Health and social issues related to the senior population, Health literacy especially targeting youth, Cross sector health care and community-based organization partnerships","Prevent chronic disease, Promote Well-Being and prevent mental, substance use disorders",https://www.northwell.edu/sites/northwell.edu/files/2019-12/Northwell-Health-2019-CHNA-FINAL.pdf,https://www.northwell.edu/sites/northwell.edu/files/2020-08/Phelps-Hospital-Community-Service-Plan.pdf,efraser@northwell.edu
6213870,Phelps Memorial Hospital Center,701 North Broadway,Sleepy Hollow,10591-1020,NY,Northwell Health,Non-Profit,List of Counties,2022,List of Counties,"Westchester, Hudson Valley",N/A,N/A,"Prevent chronic disease; Promote Well-Being and prevent mental and substance use disorders; Promote Healthy Women, Infants, and Children","Healthy Eating and Food Security, Perinatal and Infant health",https://www.northwell.edu/sites/northwell.edu/files/2023-04/Western-CSP-Phelps.pdf,https://www.northwell.edu/sites/northwell.edu/files/2023-04/Western-CSP-Phelps.pdf,efraser@northwell.edu
6211812,Pilgrim Psychiatric Center,998 Crooked Hill Road,Brentwood,11717-1019,NY,New York State Office of Mental Health,Unable to Find,,N/A unable to find,,,,,,,,,
6213977,Plainview Hospital,888 Old Country Road,Plainview,11803-4978,NY,Northwell Health,Non-Profit,List of Counties,2019,List of Counties,Nassau,N/A,N/A,"Chronic disease, especially in at risk and diverse communities (cancer, diabetes, CVD, obesity); mental health and substance use; concern for a healthy safe envrionment- especially related to violence; access to healthcare; changes in the built environment- housing and access to affordable food; economic stability; need for better health literacy; better collaboration between healthcare and community-based organizations","Prevent chronic disease, promote well-being and prevent mental and substance use disorders, promote a safe and healthy environment",https://www.northwell.edu/sites/northwell.edu/files/2020-02/NASSAU-COUNTY-CHNA.pdf,https://www.northwell.edu/sites/northwell.edu/files/2019-12/Northwell-NYSDOH-2019-chip-workplan.pdf,efraser@northwell.edu
6213977,Plainview Hospital,888 Old Country Road,Plainview,11803-4978,NY,Northwell Health,Non-Profit,List of Counties,2022,List of Counties,Nassau,N/A,N/A,"Prevent chronic disease, promote well-being and prevent mental and substance use disorders, promote a safe and healthy environment","Tobacco Free Living, Preventing Drug Abuse and Excessive Alcohol Use, Healthy Eating, Active Living, Injury and Violence Free Living, Reproductive and Sexual Health, Mental and Emotional Well-Being",https://www.northwell.edu/sites/northwell.edu/files/2023-04/Eastern-CSP-Plainview.pdf,https://www.northwell.edu/sites/northwell.edu/files/2023-04/Eastern-CSP-Plainview.pdf,N/A
6211200,Putnam Hospital Center,670 Stoneleigh Avenue,Carmel,10512-3997,NY,"Health Quest Systems, Inc.",Non-Profit,List of Counties,2019,List of Counties,"Dutchess (Eastern half), Westchester (Northern)",N/A,N/A,"Mammography and Breat Imaging, Surgical Serivces, Orthopedic Care, Maternity Care","Prevent Chronic Diseases, Promote well-being and prevent mental and substance use disorders",https://www.nuvancehealth.org/-/media/pdf-files/community/20-3391-communityserviceplan-ny_digital.pdf,https://www.nuvancehealth.org/-/media/pdf-files/community/20-3391-communityserviceplan-ny_digital.pdf,Phone: (845)-279-5711
6211200,Putnam Hospital Center,670 Stoneleigh Avenue,Carmel,10512-3997,NY,"Health Quest Systems, Inc.",Non-Profit,List of Counties,2022,List of Counties,"Putnam, Northern Westchester, Southern Dutchess",N/A,N/A,"Transportation (determinant of health), disparities in birth-related indicators, obesity, early childhood immunization, tickborne disease","Prevent Chronic Diseases, Promote well-being and prevent menal and substance use disorders",https://www.nuvancehealth.org/about-us/community-and-wellness/community-benefit,https://www.nuvancehealth.org/about-us/community-and-wellness/community-benefit,N/A
6214900,Richard H. Hutchings Psychiatric Center,620 Madison Street,Syracuse,13210-2319,NY, SUNY Upstate Medical University Department of Psychiatry,Public,,N/A unable to find,,,,,,,,,
6210025,Richmond University Medical Center,355 Bard Avenue,Staten Island,10310-1664,NY,Mount Sinai Health System,Non-Profit,List of Places,2019,List of Zip Codes,N/A,N/A,"North Shore, Mid-Island, South Shore","Prevent Chronic Diseases, Promote Well-Being, Prevent Mental and Substance Use Disorders","Prevent Chronic Diseases, Promote Well-Being, Prevent Mental and Substance Use Disorders",https://www.rumcsi.org/wp-content/uploads/2020/09/2019-CHNA-Web-site-Final-Report-2019-10-30.pdf,https://www.rumcsi.org/wp-content/uploads/2020/09/2019-CHNA-Web-site-Final-Report-2019-10-30.pdf,"Mspence1@health.nyc.gov, ALutz@rumcsi.org"
,Richmond University Medical Center,,Staten Island,10310-1664,NY,Mount Sinai Health System,Non-Profit,List of Places,2022,List of Places,N/A,N/A,"North Shore, Mid-Island, South Shore","Prevent Chronic Diseases, Promote Well-Being, Prevent Mental and Substance Use Disorders","Prevent Chronic Diseases, Promote Well-Being, Prevent Mental and Substance Use Disorders",https://www.rumcsi.org/wp-content/uploads/2022/12/RUMC-2022-CHNA-CSP-Final-Report-2022-09-27.pdf,https://www.rumcsi.org/wp-content/uploads/2022/12/RUMC-2022-CHNA-CSP-Final-Report-2022-09-27.pdf,"ehamby@health.nyc.gov, ALutz@rumcsi.org"
6210120,River Hospital,4 Fuller Street,Alexandria Bay,13607-1316,NY,,For-Profit,,N/A unable to find,,,,,,,,,
