ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6412080,Mercy Tiffin Hospital,45 St Lawrence Drive,Tiffin,44883-8310,OH,Mercy Health,Non-Profit,2022,Combination of counties and places,"Adams, Auglaize, Brown, Butler, Champaign, Clark, Clermont, Clinton, Darke, Greene, Hamilition, Highland, Miami, Montgomery, Preble, Shelby, Warren",N/A,"Cincinnati, Hamiliton, Norwood, Piqua, Springdale","Cardiovascular-related Conditions, Mental Health,  Arthritis, Lung/Respiratory Health, Oral/Dental disease, Maternal Health complications, Prevention Services","Increase access to services to improve equitable outcomes, access and use of resourcws for food secruity and housing, strengthen the workforce pipeline and diversity/culture competence",https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,RAHemenway@mercy.com,
6410655,MetroHealth Medical Center,2500 MetroHealth Drive,Cleveland,44109-1998,OH,The Metrohealth System,Non-Profit,2022,Combination of counties and zip codes,Cuyahoga ,"44140, 44116, 44107, 44102, 44113, 44114, 44114, 44103, 44108, 44110, 44117, 44119, 44123, 44132, 44145, 44126, 44111, 44144, 44109, 44127, 44104, 44016, 44112, 44121, 44143, 44070, 44142, 44129, 44139, 44017, 44130, 44149, 44136, 44133, 44147, 44134, 44131, 44124, 44147, 44128, 44122, 44040, 44022, 44139, 44146, 44137, 44120, 44121, 44118, 44141",N/A,"Behavioral Health, Structural and Institutional Racism, Accessible and Affordable Healthcare, Access to Healthy Food, Community Safety, Maternal/Fetal & Infant Health, Economic Concerns, Environmental Health, Older Adults, Education","Behavioral Health (Mental Health & Drug Use/Misuse), Accessible and Affordable Healthcare, Community Conditions (Access to Healthy Food & Community Safety)",https://www.metrohealth.org/community/community-health-needs-assessment,N/A,kcook@metrohealth.org,
6411190,Miami Valley Hospital,One Wyoming Street,Dayton,45409-2793,OH,Premier Health,Non-Profit,2021,List of Counties,"Adams, Auglaize, Brown, Butler, Champaign, Clark, Clermont, Clinton, Darke, Greene, Hamilition, Highland, Miami, Montgomery, Preble, Shelby, Warren",N/A,N/A,"Behavioral Health, Cardiovascular Disease, Dental, Vision","Cardiovascular Conditions (Hypertension), Mental Health (Depression and Anxiety), Dental",https://www.premierhealth.com/docs/default-source/default-document-library/premier-health-community-health-needs-assessment-2021.pdf?sfvrsn=de6df2b1_5,https://www.premierhealth.com/docs/default-source/default-document-library/premier-health-community-health-needs-assessment-2021.pdf?sfvrsn=de6df2b1_5,,
6411725,Morrow County Hospital,651 West Marion Road,Mount Gilead,43338-1027,OH,OhioHealth,Unable to find,N/A unable to find,,,,,,,,,,
6411035,Mount Carmel,793 West State Street,Columbus,43222-1551,OH,Trinity Health,Non-Profit,N/A unable to find,,,,,,,,,,
6410043,Mount Carmel New Albany Surgical Hospital,7333 Smith's Mill Road,New Albany,43054-9291,OH,Trinity Health,Non-Profit,2022,List of Counties,Franklin ,N/A,N/A,"Basic Needs, Racial Equity, Behavioral Health, Maternal-Infant Health","Basic Needs, Racial Equity, Behavioral Health, Maternal-Infant Health",https://www.mountcarmelhealth.com/sites/default/files/hg_features/mercury_standard_layout/7e64a5519791db1cd14010637a8d5fc1.pdf,https://www.mountcarmelhealth.com/sites/default/files/hg_features/mercury_standard_layout/7ace331e176c724e3e9bac0b2fe4b75b.pdf, ,
6411060,Mount Carmel St. Ann's,500 South Cleveland Avenue,Westerville,43081-8998,OH,Trinity Health,Non-Profit,2023,List of Counties,Franklin ,N/A,N/A,"Mental Health and Addiction, Income/Poverty, Maternal and Infant Health","Mental Health and Addiction, Income/Poverty, Maternal and Infant Health",https://www.mountcarmelhealth.com/sites/default/files/hg_features/mercury_standard_layout/4516cd71013af2f6eb4598fb7a7d7773.pdf,https://www.mountcarmelhealth.com/sites/default/files/hg_features/mercury_standard_layout/7ace331e176c724e3e9bac0b2fe4b75b.pdf,N/A,
6410950,Nationwide Children's Hospital,700 Children's Drive,Columbus,43205-2664,OH,,Non-Profit,2022,List of Counties,Franklin ,N/A,N/A,"primary care, oral health care, asthma, diabetes, obesity","Access to care, chronic conditions, income and povery, maternal and infant health, mental health and addiction",https://www.nationwidechildrens.org/about-us/advocacy-and-government-relations/community-relations/community-health-needs-assessment,https://www.nationwidechildrens.org/about-us/advocacy-and-government-relations/community-relations/community-health-needs-assessment,N/A,
6410024,Northcoast Behavioral Healthcare,1756 Sagamore Road,Northfield,44067-1086,OH,Ohio Department of Mental Health,Unable to find,N/A unable to find,,,,,,,,,,
6410295,Northwest Ohio Psychiatric Hospital,930 Detroit Avenue,Toledo,43614-2701,OH,Ohio Department of Mental Health,Unable to find,N/A unable to find,,,,,,,,,,
6410140,O'Bleness Memorial Hospital,55 Hospital Drive,Athens,45701-2302,OH,OhioHealth,Non-Profit,2022,Combination of counties and zip codes,Athens ,"43728, 45701, 45710, 45711, 45716, 45717, 45719, 45723, 45732, 45735, 45739, 45740, 45742, 45761, 45764, 45766, 45776, 45777, 45778, 45780, 45782",N/A,"Mental Health and Addiction, Access to Care; Chronic Disease ","Mental Health and Addiction, Access to Care; Chronic Disease ",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/obleness-hospital/about-us/community-health-needs-assessment/ohiohealth-chna-2022-obleness-hospital.pdf,https://www.ohiohealth.com/siteassets/find-a-location/hospitals/obleness-hospital/about-us/community-health-needs-assessment/ohiohealth-chna-2022-obleness-hospital.pdf,LeeAnn.Helber@ohiohealth.com,
6410069,Ohio Hospital for Psychiatry,880 Greenlawn Avenue,Columbus,43223-2616,OH,"Acadia Healthcare Company, Inc.",Unable to find,N/A unable to find,,,,,,,,,,
6411100,Ohio State University Wexner Medical Center,410 West 10th Avenue,Columbus,43210-1240,OH,Ohio State University Health System,Non-Profit,2022,List of Counties,"Franklin, Williams, Fulton, Lucas, Ottawa, Defiance, Henry, Wood, Sandusky, Erie, Huron, Seneca, Paulding, Putnam, Hancock, Van Wert, Allen, Mercer, Auglaize, Hardin, Logan, Shelby, Darke, Preble, Montgomery, Greene, Clark, Union, Madison, Fayette, Butler, Warren, Clinton, Highland, Hamilton, Clermont, Brown, Adams, Scioto, Lawrence, Pike, Jackson, Gallia Meigs, Athens, Vinton, Ross, Pickway, Franklin, Delaware, Morrow, Richland, Knox, Licking, Franklin, Fairfield, Union, Logan, Madison, Muskingum, Clark, Montgomery, Marion, Fayette, Allen, Crawford, Hocking, Perry, Jackson, Coshocton, Carroll, Lorain, Cuyahoga, Lake, Ashtabula, Trumbull, Geauga, Summit, Medina, Portage, Huron, Seneca, Hardin, Wyandot, Crawford, Stark, Ashland, Columbia, Jefferson, Harrison, Tuscarawas, Holmes, Morrow, Guernsey, Noble, Monroe, Washington, Jackson, Meigs, Gallia, Lawrence",N/A,N/A,"Mental Health and Addiction, Income/Poverty, Maternal and Infant Health, Chronic Diseases","Basic Needs, Racial Equity, Behavioral Health, Maternal and infant health",https://wexnermedical.osu.edu/-/media/files/wexnermedical/healthy-community/community-health-needs-assessment-2022/communityreport_wexnermedicalcenter_corp_22719804.pdf,https://wexnermedical.osu.edu/-/media/files/wexnermedical/healthy-community/community-health-needs-assessment-2022/chna-implementationstrategy-2022.pdf, jeffk@centralohiohospitals.org,
6410294,Ohio Valley Surgical Hospital,100 West Main Street,Springfield,45502-1312,OH,OhioHealth,Non-Profit,2022,List of Counties,Clark ,N/A,N/A,"Maternal Health, Infant Health,  Sexual Health, Chronic Disease, Mental Health, Housing and Neighborhood Stability","Access to Healthcare, Chronic Disease, Healthy Environment, Mental Health, Healthly Mothers, Physical Activity, Tobacco Use",https://www.ovsurgical.com/documents/Clark-County-CHA-2022.pdf,https://www.ovsurgical.com/documents/Ohio-Valley-Community-Health-Improvement-Plan-2023-2025.pdf,NA,
6410952,OhioHealth Doctors Hospital,5100 West Broad Street,Columbus,43228-1607,OH,OhioHealth,Non-Profit,2022,"Combination of counties, zip codes, and places",Franklin,"43002, 43081, 43126, 43204, 43213, 43221, 43230, 43266, 43004, 43085, 43137, 43205, 43214, 43222, 43231, 43268, 43016, 43086, 43194, 43206, 43215, 43223, 43232, 43270, 43017, 43109, 43195, 43207, 43216, 43224, 43234, 43271, 43026, 43110, 43199, 43209, 43217, 43226, 43235, 43272, 43054, 43119, 43201, 43210, 43218, 43227, 43236, 43279, 43068, 43123, 43202, 43211, 43219, 43228, 43251, 43287, 43069, 43125, 43203, 43212, 43220, 43229, 43260, 43291","Columbus, Dublin, Grove City","Basic Needs, Racial Equity and Behavioral Health, Maternal-Infant health","Basic Needs, Racial Equity and Behavioral Health, Maternal-Infant Health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/doctors-hospital/about-us/chna/ohiohealth-chna-2022-doctors-hospital.pdf,, Lindsey.Osting@ohiohealth.com,
6410081,OhioHealth Dublin Methodist Hospital,7500 Hospital Drive,Dublin,43016-8518,OH,OhioHealth,Non-Profit,2022,"Combination of counties, zip codes, and places",Franklin,"43002, 43081, 43126, 43204, 43213, 43221, 43230, 43266, 43004, 43085, 43137, 43205, 43214, 43222, 43231, 43268, 43016, 43086, 43194, 43206, 43215, 43223, 43232, 43270, 43017, 43109, 43195, 43207, 43216, 43224, 43234, 43271, 43026, 43110, 43199, 43209, 43217, 43226, 43235, 43272, 43054, 43119, 43201, 43210, 43218, 43227, 43236, 43279, 43068, 43123, 43202, 43211, 43219, 43228, 43251, 43287, 43069, 43125, 43203, 43212, 43220, 43229, 43260, 43291","Columbus, Dublin, Grove City","Basic Needs, Racial Equity and Behavioral Health, Maternal-Infant health","Basic Needs, Racial Equity and Behavioral Health, Maternal - Infant Health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/dublin-methodist-hospital/about-us/community-health-needs/ohiohealth-chna-2022-dublin-methodist-hospital.pdf,,Armin.Rahmanian@ohiohealth.com,
6411245,OhioHealth Grady Memorial Hospital,561 West Central Avenue,Delaware,43015-1410,OH,OhioHealth,Non-Profit,2022,"Combination of counties, zip codes, and places",Delaware ,"43003,43011, 43013, 43015,  43016,43017, 43021, 43031,  43032, 43035,43040, 43061,  43064, 43065, 43066,43074, 43081, 43082, 43235, 43240,  43334, 43342, 43344, 43356.",Delaware,"Mental Health and Addiction, Chronic Disease, Maternal and Infant/ Child Health, Access to Care, Social Determinants of Health","Mental Health and Addiction, Chronic Disease, Maternal ani Infant/Child Health,  Access toCare, Social Determinants of Health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/grady-memorial-hospital/about-us/community-health-needs-assessment/ohiohealth-chna-2022-grady-memorial-hospital.pdf,,Armin.Rahmanian@ohiohealth.com,
6411010,OhioHealth Grant Medical Center,111 South Grant Avenue,Columbus,43215-1898,OH,OhioHealth,Non-Profit,2022,"Combination of counties, zip codes, and places",Franklin ,"43002, 43081, 43126, 43204, 43213, 43221, 43230, 43266, 43004, 43085, 43137, 43205, 43214, 43222, 43231, 43268,43016, 43086, 43194, 43206, 43215, 43223, 43232, 43270, 43017, 43109, 43195, 43207, 43216, 43224, 43234, 43271,43026, 43110, 43199, 43209, 43217, 43226, 43235, 43272, 43054, 43119, 43201, 43210, 43218, 43227, 43236, 43279,43068, 43123, 43202, 43211, 43219, 43228, 43251, 43287, 43069, 43125, 43203, 43212, 43220, 43229, 43260, 43291","Columbus, Dublin, Grove City","Basic Needs, Racial Equity and Behavioral Health, Maternal-Infant health","Basic Needs, Racial Equity and Behavioral Health, Maternal-Infant Health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/grant-medical-center/about-us/community-health-needs-assessment/ohiohealth-chna-2022-grant-medical-center.pdf,,Michael.Lawson@ohiohealth.com,
6411470,OhioHealth Hardin Memorial Hospital,921 East Franklin Street,Kenton,43326-2099,OH,OhioHealth,Non-Profit,2022,Combination of counties and zip codes,Hardin,"43310, 43326, 43332, 43340, 43345, 43346, 43347, 45810, 45812, 45835, 45836, 45841, 45843, 45850, 45859, 45896",N/A,"Mental Health and Addiction, Chronic Disease, Access to Care","Mental Health and Addiction, Chronic Disease, Access to Care",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/hardin-memorial-hospital/about-us/community-health-needs-assessment/ohiohealth-chna-2022-hardin-memorial-hospital.pdf,,Joy.Bischoff@ohiohealth.com,
6411640,OhioHealth Marion General Hospital,1000 McKinley Park Drive,Marion,43302-6397,OH,OhioHealth,Non-Profit,2022,Combination of counties and zip codes,Marion ," 43301, 43302, 43314, 43315, 43322, 43333, 43326, 43332, 43335, 43337, 43341, 43342, 43344, 43356, 44833, 44849",N/A,"Mental health and addiction, Chronic disease, Maternal and infant/child health, Access to care, Social determinants of health ","Mental health and addiction, Chronic disease, Maternal and infant/child health, Access to care, Social determinants of health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/marion-general-hospital/about-us/community-health-needs-assessment/ohiohealth-chna-2022-marion-general-hospital.pdf,https://www.ohiohealth.com/siteassets/find-a-location/hospitals/marion-general-hospital/about-us/community-health-needs-assessment/ohiohealth-chna-2022-marion-general-hospital.pdf,Curtis.Gingrich@ohioHealth.com,
6410016,OhioHealth Mansfield Hospital,335 Glessner Avenue,Mansfield,44903-2265,OH,OhioHealth,Non-Profit,2022,Combination of counties and zip codes,Richland,"44813, 44822, 44843, 44862, 44875, 44878, 44901, 44902, 44903, 44904, 44905, 44906, 44907",N/A,"Mental Health and Addiction, Chornic Disease, Maternal and Infant/Child Health, Access to Care, Social Determinants of Health","Mental Health and Addiction, Chornic Disease, Maternal and Infant/Child Health, Access to Care, Social Determinants of Health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/mansfield-hospital/about-us/community-health-needs-assessment/ohiohealth-chna-2022-mansfield-hospital.pdf,N/A,Vinson.Yates@OhioHealth.com,
6412010,OhioHealth Shelby Hospital,199 West Main Street,Shelby,44875-1490,OH,OhioHealth,Non-Profit,2022,Combination of counties and zip codes,Richland,"44813, 44822, 44843, 44862, 44875, 44878, 44901, 44902, 44903, 44904, 44905, 44906, 44907",N/A,"Mental Health and Addiction, Chornic Disease, Maternal and Infant/Child Health, Access to Care, Social Determinants of Health","Mental Health and Addiction, Chornic Disease, Maternal and Infant/Child Health, Access to Care, Social Determinants of Health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/shelby-hospital/about-us/community-health-needs-assessment/ohiohealth-chna-2022-shelby-hospital.pdf,N/A,Vinson.Yates@OhioHealth.com,
6410530,OhioHealth Rehabilitation Hospital,"1087 Dennison Avenue, 4th Floor",Columbus,43201-3201,OH,OhioHealth,Non-Profit,2022,Combination of counties and zip codes,Franklin,"43002, 43081 43126, 43204, 43213, 43221,43230, 43266, 43004, 43085, 43137, 43205, 43214, 43222, 43231, 43268, 43016, 43086, 43194, 43206,  43215, 43223, 43232, 43270, 43017,  43109, 43195, 43207, 43216, 43224, 43234, 43271, 43026, 43110, 43199,43209, 43217, 43226,43235, 43272, 43054, 43119, 43201, 43210, 43218, 43227, 43236, 43279, 43068, 43123, 43202, 43211, 43219, 43228, 43251, 43287, 43069, 43125, 43203, 43212, 43220 43229 43260 43291",N/A,"Basic Needs, Racial Equity, Behavioral Health, Maternal-infant Health","Basic Needs, Racial Equity, Behavioral Health, Maternal-infant Health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/ohiohealth-rehabilitation-hospital/community-health-needs-assessment/ohiohealth-chna-2022-rehabilitation-hospital.pdf,N/A,SSprockett@ohiohealth-rehab.com,
6411110,OhioHealth Riverside Methodist Hospital,3535 Olentangy River Road,Columbus,43214-3998,OH,OhioHealth,Non-Profit,2022,Combination of counties and zip codes,Franklin ,"43002, 43081 43126, 43204, 43213, 43221,43230, 43266, 43004, 43085, 43137, 43205, 43214, 43222, 43231, 43268, 43016, 43086, 43194, 43206, 43215, 43223, 43232, 43270, 43017, 43109, 43195, 43207, 43216, 43224, 43234, 43271, 43026, 43110, 43199, 43209, 43217, 43226,43235, 43272, 43054, 43119, 43201, 43210, 43218, 43227, 43236, 43279, 43068, 43123, 43202, 43211, 43219, 43228, 43251, 43287, 43069, 43125, 43203, 43212, 43220 43229 43260 43291",N/A,"Basic Needs, Racial Equity, Behavioral Health, Maternal-infant Health","Basic Needs, Racial Equity, Behavioral Health, Maternal-infant Health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/riverside-methodist-hospital/about-us/community-health-needs-assessment/ohiohealth-chna-2022-riverside-methodist-hospital.pdf,N/A,Rob.Cercek@ohiohealth.com,
6411880,Paulding County Hospital,1035 West Wayne Street,Paulding,45879-1544,OH,,Non-Profit,2023,Combination of counties and zip codes,Paulding ,"45813, 45821, 45827, 43512, 45849, 45851, 44827, 45861, 45873, 45879, 45880",N/A,"Mental health and addiction, chronic disease and sexual behavior","Substance use, mental health, income/poverty and employment, food insecurity, access to healthcare",https://pauldingcountyhealth.com/pdf/PauldingCounty-2023%20CHA_DRAFT_2024-01-17.pdf,N/A,N/A,
6411720,Pomerene Hospital,981 Wooster Road,Millersburg,44654-1094,OH,,Non-Profit,2023,"Combination of counties, zip codes, and places","Wayne, Holmes, Tuscarawas","44654, 44637, 44633, 44611, 44628, 44638, 44687, 44610, 44661, 44690, 44681, 44842, 44624, 44676, 44627, 43804","Millersburg, Killbuck, Homesville, Big Praire, Glenmont, Lakesville, Walnut Creek, Berlin, Nashville, Winesburg, Sugarcreek, Loudonville, Dundee, Shreve, Fredericksburg, Baltic","Mental Health (Provider, Treatment, Aftercare), Cost of Dentist, Substance Abuse (Drugs/Alcohol), Access to Primary Care Provider, Cancer","Mental Health (Provider, Treatment, Aftercare), Cost of Dentist, Substance Abuse (Drugs/Alcohol), Access to Primary Care Provider, Cancer",https://irp.cdn-website.com/94898d03/files/uploaded/2023%20Holmes%20County%20Community%20Health%20Needs%20Assessment.pdf,https://irp.cdn-website.com/94898d03/files/uploaded/Pomerene_Community%20Health%20Improvement%20Plan%202024.pdf,N/A,
6410032,ProMedica Bay Park Hospital,2801 Bay Park Drive,Oregon,43616-4920,OH,ProMedica Health System,Non-Profit,2022,List of Counties,Lucas ,N/A,N/A,"Chronic Disease (COPD, Heart Disease, Stroke & Diabetes), Social Determinants of Health (Food Insecurity and Financial Stress), Trauma Prevention (Fall Prevention and Stop the bleed)","Chronic Disease (COPD, Heart Disease, Stroke & Diabetes), Social Determinants of Health (Food Insecurity and Financial Stress), Trauma Prevention (Fall Prevention and Stop the bleed)",https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-toledo-flower-wildwood-bay-park-and-arrowhead-hospitals-2022-joint-chna.pdf?rev=9936833106fc45449925854e83cc6445&hash=191EAD504481B5189F107D194B572E15,https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-toledo-flower-wildwood-bay-park-and-arrowhead-hospitals-2022-chna-implementation-plan.pdf?rev=1a935568944a4b12b328c17d2a494bf3&hash=3AD10D7A7B24A8D02B0DB47389A3AB56,gaye.martin@promedica.org,
6411230,ProMedica Defiance Regional Hospital,1200 Ralston Avenue,Defiance,43512-1396,OH,ProMedica Health System,Non-Profit,2022,List of Counties,"Defiance, Paulding, Henry, Fulton, Williams",N/A,N/A,"Chronic Disease (Respiratory Health), Behavioral Health, Healthy Aging (Fall and Injury Prevention), Social Determinants of Health (Food Insecurity), Healthy Behaviors ( Women's and Infant Health)","Chronic Disease (Respiratory Health), Behavioral Health, Healthy Aging (Fall and Injury Prevention), Social Determinants of Health (Food Insecurity), Healthy Behaviors ( Women's and Infant Health)",https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-defiance-regional-hospital-2022-chna.pdf?rev=c2a1b8688e224f67965277e500f0a2bd&hash=623A34D8F86736C6447CC1A31FD595AD,https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-defiance-regional-hospital-2022-chna-implementation-plan.pdf?rev=1d8fcf02e30a419d87f56337749bee40&hash=194A8B0EBCC345FCA47858E64CD2E703,gaye.martin@promedica.org ,
6412110,ProMedica Flower Hospital,5200 Harroun Road,Sylvania,43560-2196,OH,ProMedica Health System,Non-Profit,2022,List of Counties,Lucas,N/A,N/A,"Behavioral Health (Mental Health/Substance Abuse), Social Determinats of Health (Food Insecurity, Financial Strain, Social Isolation), Chronic Disease (Cancer, Hypertension, and Congestive Heart Failure)","Behavioral Health (Mental Health/Substance Abuse), Social Determinats of Health (Food Insecurity, Financial Strain, Social Isolation), Chronic Disease (Cancer, Hypertension, and Congestive Heart Failure)",https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-toledo-flower-wildwood-bay-park-and-arrowhead-hospitals-2022-joint-chna.pdf?rev=9936833106fc45449925854e83cc6445&hash=191EAD504481B5189F107D194B572E15,https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-toledo-flower-wildwood-bay-park-and-arrowhead-hospitals-2022-chna-implementation-plan.pdf?rev=1a935568944a4b12b328c17d2a494bf3&hash=3AD10D7A7B24A8D02B0DB47389A3AB56,gaye.martin@promedica.org.,
6411325,ProMedica Fostoria Community Hospital,501 Van Buren Street,Fostoria,44830-1534,OH,ProMedica Health System,Non-Profit,2022,List of Counties,Seneca ,N/A,N/A,"Behavorial Health (Mental Health/Substance Abuse), Chronic Disease Prevention (Diabetes/HelathEating), Social Determinants of Health (Food Insecurity)","Behavorial Health (Mental Health/Substance Abuse), Chronic Disease Prevention (Diabetes/HelathEating), Social Determinants of Health (Food Insecurity)",https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-fostoria-community-hospital-2022-chna.pdf?rev=bdfaf1c7b64f4418af7c8eed37b79324&hash=81E79BC06FCD3DD49262322955298AB1,https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-fostoria-community-hospital-2022-chna-implementation-plan.pdf?rev=3e995ec911914da09d8afa1fbd810982&hash=6BD9B1A64FCE3BC554736F20E324103D,gaye.martin@promedica.org.,
6411340,ProMedica Memorial Hospital,715 South Taft Avenue,Fremont,43420-3237,OH,ProMedica Health System,Non-Profit,2022,List of Counties,Sandusky,N/A,N/A,"Healthy Behaviors (Related to Obesity), Chronic Disease (Women's Health: Breast Cancer/Gynecological Cancer Screening), Social Determinants of Health (Food Insecurity), Health Aging ","Healthy Behaviors (Related to Obesity), Chronic Disease (Women's Health: Breast Cancer/Gynecological Cancer Screening), Social Determinants of Health (Food Insecurity), Health Aging ",https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-memorial-hospital-2022-chna.pdf?rev=8c35c77b442041f58e96e3b700ab711b&hash=B02B4DD039CF1AED82EB7B881D7DB010,https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-memorial-hospital-2022-chna-implementation-plan.pdf?rev=6c26c791f37a4a56bcb03e1311561315&hash=EF24E0DCE962E76305CD7BEB0E189C68,gaye.martin@promedica.org.,
6412180,ProMedica Toledo Hospital,2142 North Cove Boulevard,Toledo,43606-3896,OH,ProMedica Health System,Non-Profit,2022,List of Counties,Lucas ,N/A,N/A,"Behavioral Health (Mental Health), Healthy Behavoirs (Related to Obesity), Social Determinants of Health ( Food Insecurity), Trauma Prevention ","Behavioral Health (Mental Health), Healthy Behavoirs (Related to Obesity), Social Determinants of Health ( Food Insecurity), Trauma Prevention",https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-toledo-flower-wildwood-bay-park-and-arrowhead-hospitals-2022-joint-chna.pdf?rev=9936833106fc45449925854e83cc6445&hash=191EAD504481B5189F107D194B572E15,https://pcl.promedica.org/-/media/promedica/assets/documents/chna/promedica-toledo-flower-wildwood-bay-park-and-arrowhead-hospitals-2022-chna-implementation-plan.pdf?rev=1a935568944a4b12b328c17d2a494bf3&hash=3AD10D7A7B24A8D02B0DB47389A3AB56,gaye.martin@promedica.org.,
6410139,Regency Hospital Cleveland East,4200 Interchange Corporate Center Road,Warrensville Heights,44128-5631,OH,Select Medical Corporation,Non-Profit,2022,List of Counties,"Cuyahoga, Lake, Medina",N/A,N/A,"Access to Healthcare, Adult Health, Community Safety","Access to Healthcare, Adult Health, Community Safety",https://www.regencyhospital.com/-/media/project/selectmedical/inpatients/regency/files/2022-chna-regency-cleveland-east.pdf?rev=9916489549f74da394c93fa04a76d62e&t=20230508165528&hash=E49EE2B008BEA1A21E8A72CAC1611D9E,https://www.regencyhospital.com/-/media/project/selectmedical/inpatients/regency/files/2022-chna-regency-cleveland-east.pdf?rev=9916489549f74da394c93fa04a76d62e&t=20230508165528&hash=E49EE2B008BEA1A21E8A72CAC1611D9E,CHNA@ccf.org,
6410197,Regency Hospital of Columbus,1430 South High Street,Columbus,43207-1045,OH,Select Medical Corporation,Unable to find,N/A unable to find,,,,,,,,,,
6410196,Regency Hospital of Toledo,5220 Alexis Road,Sylvania,43560-2504,OH,Select Medical Corporation,Unable to find,N/A unable to find,,,,,,,,,,
6410568,Rehabilitation Hospital of Northwest Ohio,1455 West Medical Loop,Toledo,43614,OH,"Ernest Health, Inc.",Non-Profit,N/A unable to find,,,,,,,,,,
6410525,Ridgeview Behavioral Hospital,17872 Lincoln Highway,Middle Point,45863-9700,OH,,Unable to find,N/A unable to find,,,,,,,,,,
6411959,Salem Regional Medical Center,1995 East State Street,Salem,44460-2423,OH,,Non-Profit,2021,"Combination of counties, zip codes, and places",Columbiana,"43920, 43945, 43968, 44408, 44413, 44423, 44427, 44431, 44432, 44441, 44445, 44455, 44460, 44490, 44625, 44634","East Liverpool, Salineville, Wellsville, Columbiana, Lisbon, Negley, New Waterford, Rogers, Salem, Washingtonville, East Rochester, Homeworth","Drug Use/Substance Abuse/Addiction, Healthcare access, Mental health care/resources, Safety, Health education/programming, Prevalence of misinformation, Lack of medical/treatment compliance, COVID impacts, Transportation, Safe Housing, Poverty, Distrust of health/medical, Trafficking, Employment crisis, Low vaccination rates, Access to drug treatment, Homelessness, Too few providers","Drug Use/Substance Abuse/Addiction, Obesity/Weight Loss, Mental Health Concerns, Nutrition/Diet/Eating Habits/Healthy Food Preparation, Tobacco/Vaping, Health Education Programs, Diabetes, Access to Care (Transportation), Exercise/ Physical Activity (Behavior), Preventive Care/ Screening ",https://assets-global.website-files.com/5ad49dbf3b9e2b3b0ba15f49/62b0789d3249a90e0cb58928_2022%20CHNA%20Exec%20Summary%20Draft%20060622%20b%20-%20Web.pdf,N/A,N/A,
6419165,Shelby General Hospital,1106 Colegate Drive,Marietta,45750-1323,OH,Memorial Health System,Non-Profit,2019,Combination of counties and zip codes,Richland,"44813, 44822, 44843, 44862, 44875, 44878, 44901, 44902, 44903, 44904, 44905, 44906, 44907",N/A,"Overweight/Obesity, Chronic disease, Substance abuse, Mental Health","Overweight/ Obesity, Chronic disease, Substance abuse, Mental Health",https://www.ohiohealth.com/siteassets/find-a-location/hospitals/shelby-hospital/about-us/community-health-needs-assessment/shelby-chna-2019.pdf,N/A,Shannon.Ginther@OhioHealth.com,
6410545,Select Specialty Hospital - Boardman,"8401 Market Street, 7 South",Boardman,44512-6725,OH,Select Medical Corporation,,,N/A unable to find,,,,,,,,,
6410045,Select Specialty Hospital - Cincinnati North,10500 Montgomery Road,Cincinnati,45242-4402,OH,Select Medical Corporation,,,N/A unable to find,,,,,,,,,
6410052,Select Specialty Hospital - Cleveland Gateway,"2351 East 22nd Street, 7th Floor",Cleveland,44115-3111,OH,Select Medical Corporation,Unable to find,,N/A unable to find,,,,,,,,,
6410064,Select Specialty Hospital of Southeast Ohio,2000 Tamarack Road,Newark,43055,OH,Select Medical Corporation,,,N/A unable to find,,,,,,,,,
6410066,Select Specialty Hospital-Akron,200 East Market Street,Akron,44308-2015,OH,Select Medical Corporation,,,N/A unable to find,,,,,,,,,
